代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
ST438Q02DA,ST438,用 AI 做功課,Students' use of artificial intelligence for schoolwork,你多常使用 AI 聊天機器人（例如〈ChatGPT〉）做功課，進行下列活動？,How often do you use Artificial Intelligence chatbots (e.g. <ChatGPT>) for your school work to do the following activities?,針對新主題做初步查資料,To conduct preliminary research on a new topic,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,從不或幾乎從不=35.56 | 大約一年一到兩次=18.9 | 大約一個月一到兩次=23.28 | 大約一週一到兩次=16.21 | 每天或幾乎每天=6.04,從不或幾乎從不=28.86 | 大約一年一到兩次=16.81 | 大約一個月一到兩次=23.14 | 大約一週一到兩次=20.11 | 每天或幾乎每天=11.08,Table I.B1.4.53
ST438Q03DA,ST438,用 AI 做功課,Students' use of artificial intelligence for schoolwork,你多常使用 AI 聊天機器人（例如〈ChatGPT〉）做功課，進行下列活動？,How often do you use Artificial Intelligence chatbots (e.g. <ChatGPT>) for your school work to do the following activities?,為寫作作業起草文字,To draft texts for writing assignments,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,從不或幾乎從不=35.3 | 大約一年一到兩次=19.51 | 大約一個月一到兩次=24.28 | 大約一週一到兩次=15.35 | 每天或幾乎每天=5.56,從不或幾乎從不=32.28 | 大約一年一到兩次=16.76 | 大約一個月一到兩次=22.1 | 大約一週一到兩次=18.02 | 每天或幾乎每天=10.83,Table I.B1.4.53
ST438Q04DA,ST438,用 AI 做功課,Students' use of artificial intelligence for schoolwork,你多常使用 AI 聊天機器人（例如〈ChatGPT〉）做功課，進行下列活動？,How often do you use Artificial Intelligence chatbots (e.g. <ChatGPT>) for your school work to do the following activities?,幫助我學習,To help me learn,從不或幾乎從不 | 大約一年一到兩次 | 大約一個月一到兩次 | 大約一週一到兩次 | 每天或幾乎每天,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,從不或幾乎從不=21.6 | 大約一年一到兩次=15.57 | 大約一個月一到兩次=22.35 | 大約一週一到兩次=26.77 | 每天或幾乎每天=13.71,從不或幾乎從不=20.7 | 大約一年一到兩次=13.17 | 大約一個月一到兩次=20.6 | 大約一週一到兩次=26.39 | 每天或幾乎每天=19.14,Table I.B1.4.53
ST468Q08DA,ST468,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們彼此討論學到了什麼,The teacher asked us to discuss with each other what we learned,從不或幾乎從不 | 不到一半的課堂 | 約一半的課堂 | 超過一半的課堂 | Every lesson or almost every lesson,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,,,Table I.B1.3.57
ST468Q09DA,ST468,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們和班上其他同學辯論科學主題,The teacher asked us to debate scientific topics with other members of the class,從不或幾乎從不 | 不到一半的課堂 | 約一半的課堂 | 超過一半的課堂 | Every lesson or almost every lesson,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,,,Table I.B1.3.57
ST468Q10DA,ST468,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們向全班說明一個科學原理,The teacher asked us to explain a scientific principle to the class,從不或幾乎從不 | 不到一半的課堂 | 約一半的課堂 | 超過一半的課堂 | Every lesson or almost every lesson,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,從不或幾乎從不=23.78 | 不到一半的課堂=25.73 | 約一半的課堂=24.77 | 超過一半的課堂=12.92 | Every lesson or almost every lesson=12.8,從不或幾乎從不=18.43 | 不到一半的課堂=21.53 | 約一半的課堂=26.06 | 超過一半的課堂=21.54 | Every lesson or almost every lesson=12.43,Table I.B1.3.57
ST468Q11DA,ST468,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們以小組方式進行課堂專題,The teacher asked us to work on a class project in small groups,從不或幾乎從不 | 不到一半的課堂 | 約一半的課堂 | 超過一半的課堂 | Every lesson or almost every lesson,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,,,Table I.B1.3.57
ST469Q06DA,ST469,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們思考新舊科學主題之間有什麼關聯,The teacher asked us to think about how new and old scientific topics were related,從不或幾乎從不 | 不到一半的課堂 | 約一半的課堂 | 超過一半的課堂 | Every lesson or almost every lesson,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,從不或幾乎從不=27.51 | 不到一半的課堂=25.98 | 約一半的課堂=25.13 | 超過一半的課堂=10.86 | Every lesson or almost every lesson=10.51,從不或幾乎從不=29.94 | 不到一半的課堂=25.86 | 約一半的課堂=23.65 | 超過一半的課堂=13.06 | Every lesson or almost every lesson=7.49,Table I.B1.3.57
ST469Q08DA,ST469,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",遇到科學任務的困難時，老師要我們持續嘗試,The teacher told us to keep trying even when we face difficulties with a science task,從不或幾乎從不 | 不到一半的課堂 | 約一半的課堂 | 超過一半的課堂 | Every lesson or almost every lesson,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,從不或幾乎從不=19.42 | 不到一半的課堂=20.95 | 約一半的課堂=27.3 | 超過一半的課堂=16.23 | Every lesson or almost every lesson=16.09,從不或幾乎從不=16.22 | 不到一半的課堂=20.09 | 約一半的課堂=25.31 | 超過一半的課堂=23.84 | Every lesson or almost every lesson=14.54,Table I.B1.3.57
ST469Q09DA,ST469,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師教我們背誦科學事實,The teacher taught us to memorize scientific facts,從不或幾乎從不 | 不到一半的課堂 | 約一半的課堂 | 超過一半的課堂 | Every lesson or almost every lesson,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,從不或幾乎從不=16.08 | 不到一半的課堂=20.29 | 約一半的課堂=28.58 | 超過一半的課堂=18.65 | Every lesson or almost every lesson=16.41,從不或幾乎從不=17.34 | 不到一半的課堂=20.42 | 約一半的課堂=26.08 | 超過一半的課堂=22.13 | Every lesson or almost every lesson=14.03,Table I.B1.3.57
ST469Q10DA,ST469,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們說明一個科學原理,The teacher asked us to explain a scientific principle,從不或幾乎從不 | 不到一半的課堂 | 約一半的課堂 | 超過一半的課堂 | Every lesson or almost every lesson,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,從不或幾乎從不=23.78 | 不到一半的課堂=25.73 | 約一半的課堂=24.77 | 超過一半的課堂=12.92 | Every lesson or almost every lesson=12.8,從不或幾乎從不=18.43 | 不到一半的課堂=21.53 | 約一半的課堂=26.06 | 超過一半的課堂=21.54 | Every lesson or almost every lesson=12.43,Table I.B1.3.57
ST469Q11DA,ST469,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們說明自己會如何設計一個實驗來處理某個科學問題,The teacher asked us to explain how we would design an experiment to address a scientific problem,從不或幾乎從不 | 不到一半的課堂 | 約一半的課堂 | 超過一半的課堂 | Every lesson or almost every lesson,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,從不或幾乎從不=27.63 | 不到一半的課堂=26.15 | 約一半的課堂=23.2 | 超過一半的課堂=11.29 | Every lesson or almost every lesson=11.73,從不或幾乎從不=23.85 | 不到一半的課堂=23.58 | 約一半的課堂=24.65 | 超過一半的課堂=17.71 | Every lesson or almost every lesson=10.22,Table I.B1.3.57
ST488Q01DA,ST488,,,你自己擁有下列物品供個人使用嗎？,Do you possess the following items for your own personal use?,兩雙合腳的鞋子〈含一雙全天候鞋〉,"Two pairs of properly fitting shoes, <including a pair of all-weather shoes>",是 | 沒有，負擔不起 | 沒有，其他原因 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST488Q02DA,ST488,,,你自己擁有下列物品供個人使用嗎？,Do you possess the following items for your own personal use?,一些全新（非二手）的衣服,Some new (not second-hand) clothes,是 | 沒有，負擔不起 | 沒有，其他原因 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST488Q08DA,ST488,,,你自己擁有下列物品供個人使用嗎？,Do you possess the following items for your own personal use?,戶外休閒器材（例如〈腳踏車、直排輪、球拍〉）,"Outdoor leisure equipment (e.g. <bicycle, roller skates, racket>)",是 | 沒有，負擔不起 | 沒有，其他原因 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST488Q09DA,ST488,,,你自己擁有下列物品供個人使用嗎？,Do you possess the following items for your own personal use?,室內遊戲（例如〈桌遊、電玩主機〉）,"Indoor games (e.g. <board games, videogame console>)",是 | 沒有，負擔不起 | 沒有，其他原因 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Yes | No, cannot afford it | No, other reason | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response",,,
ST493Q01DA,ST493,對社會流動的信念與成長心態,Students' beliefs in social mobility and growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,你在社會上的地位是你其實很難改變的,Your status in society is something that you can’t really change very much,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Bottom, second and third quarters=47.77 | Top quarter=46.45","Bottom, second and third quarters=58.95 | Top quarter=72.97",Table I.B1.1.6
ST495Q03DA,ST495,參與環境相關活動,Students' participation in environment-related activities,過去 12 個月內，你參與下列活動的頻率如何？,How often have you been involved with the following activities in the last 12 months?,參加與環境議題有關的和平遊行或集會,Joining a peaceful march or rally related to an environmental issue,從不 | 一次 | 幾次 | 很多次 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Once | A few times | Many times | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不=77.94 | 一次=13.98 | 幾次=6.1 | 很多次=1.98,從不=77.87 | 一次=12.15 | 幾次=7.84 | 很多次=2.13,Table I.B1.5.24
ST495Q05DA,ST495,參與環境相關活動,Students' participation in environment-related activities,過去 12 個月內，你參與下列活動的頻率如何？,How often have you been involved with the following activities in the last 12 months?,在社群媒體上發文表達對環境議題的關切,Posting concerns about an environmental issue on social media,從不 | 一次 | 幾次 | 很多次 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Once | A few times | Many times | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不=69.73 | 一次=14.62 | 幾次=12.44 | 很多次=3.2,從不=76.97 | 一次=11.68 | 幾次=9.14 | 很多次=2.21,Table I.B1.5.24
ST495Q09DA,ST495,參與環境相關活動,Students' participation in environment-related activities,過去 12 個月內，你參與下列活動的頻率如何？,How often have you been involved with the following activities in the last 12 months?,依產品的永續程度來決定購買,Making purchases based on how sustainable the products are,從不 | 一次 | 幾次 | 很多次 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Once | A few times | Many times | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不=46.65 | 一次=18.42 | 幾次=26.92 | 很多次=8.01,從不=45.68 | 一次=16.94 | 幾次=27.66 | 很多次=9.71,Table I.B1.5.24
ST495Q13DA,ST495,參與環境相關活動,Students' participation in environment-related activities,過去 12 個月內，你參與下列活動的頻率如何？,How often have you been involved with the following activities in the last 12 months?,為了減少對環境的某些衝擊而不再吃某些食物,Stop eating certain foods to minimize some impacts on the environment,從不 | 一次 | 幾次 | 很多次 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Once | A few times | Many times | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不=56.41 | 一次=16.92 | 幾次=20.89 | 很多次=5.78,從不=60.27 | 一次=15.1 | 幾次=18.24 | 很多次=6.39,Table I.B1.5.24
ST495Q15DA,ST495,參與環境相關活動,Students' participation in environment-related activities,過去 12 個月內，你參與下列活動的頻率如何？,How often have you been involved with the following activities in the last 12 months?,和朋友、家人討論如何對環境產生正面影響,Discuss with friends and family how to have a positive impact on the environment,從不 | 一次 | 幾次 | 很多次 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never | Once | A few times | Many times | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,從不=47.35 | 一次=21.22 | 幾次=23.99 | 很多次=7.44,從不=44.45 | 一次=20.67 | 幾次=25.15 | 很多次=9.73,Table I.B1.5.24
ST496Q03DA,ST496,未參與環境相關活動的原因,Reasons not to participate in environment-related activities,以下是你去年可能沒有參與環保相關活動的原因。你有多不同意或多同意這些原因？,Below are possible reasons why you would not have participated to activities that positively impact the environment last year. How much do you agree or disagree with these reasons?,我不知道該怎麼做,I did not know how,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=17.6 | 不同意=28.91 | 同意=41.81 | 非常同意=11.68,非常不同意=33.78 | 不同意=26.2 | 同意=28.07 | 非常同意=11.94,Table I.B1.5.35
ST496Q05DA,ST496,未參與環境相關活動的原因,Reasons not to participate in environment-related activities,以下是你去年可能沒有參與環保相關活動的原因。你有多不同意或多同意這些原因？,Below are possible reasons why you would not have participated to activities that positively impact the environment last year. How much do you agree or disagree with these reasons?,我認識的人裡沒有人在參與對環境有益的活動,No one I knew was participating in activities to benefit the environment,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=12.51 | 不同意=17.84 | 同意=47.26 | 非常同意=22.4,非常不同意=25.03 | 不同意=18.82 | 同意=33.34 | 非常同意=22.81,Table I.B1.5.35
ST496Q07DA,ST496,未參與環境相關活動的原因,Reasons not to participate in environment-related activities,以下是你去年可能沒有參與環保相關活動的原因。你有多不同意或多同意這些原因？,Below are possible reasons why you would not have participated to activities that positively impact the environment last year. How much do you agree or disagree with these reasons?,我不相信我的行動會帶來改變,I did not believe my actions will make a difference,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=17.03 | 不同意=38.6 | 同意=30.44 | 非常同意=13.92,非常不同意=26.44 | 不同意=27.0 | 同意=30.03 | 非常同意=16.53,Table I.B1.5.35
ST496Q08DA,ST496,未參與環境相關活動的原因,Reasons not to participate in environment-related activities,以下是你去年可能沒有參與環保相關活動的原因。你有多不同意或多同意這些原因？,Below are possible reasons why you would not have participated to activities that positively impact the environment last year. How much do you agree or disagree with these reasons?,會有其他人處理這個問題,Someone else will take care of the problem,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=17.7 | 不同意=31.71 | 同意=36.28 | 非常同意=14.31,非常不同意=25.06 | 不同意=25.74 | 同意=28.99 | 非常同意=20.21,Table I.B1.5.35
ST498Q01DA,ST498,,,過去 12 個月內，你做過下列活動幾次？,In the past 12 months how often have you done the following activities?,觀看科學相關紀錄片（例如關於動物、健康）,"Watch science-related documentaries (e.g. about animals, health)",從不 | 一次 | 兩次 | 三次 | 四次 | 五次以上,Never | Once | Twice | Three times | Four times | Five or more times,,,
ST498Q09DA,ST498,,,過去 12 個月內，你做過下列活動幾次？,In the past 12 months how often have you done the following activities?,參加科學社團,Attend a science club,從不 | 一次 | 兩次 | 三次 | 四次 | 五次以上,Never | Once | Twice | Three times | Four times | Five or more times,,,
ST498Q11DA,ST498,,,過去 12 個月內，你做過下列活動幾次？,In the past 12 months how often have you done the following activities?,參加科學競賽,Enter a science competition,從不 | 一次 | 兩次 | 三次 | 四次 | 五次以上,Never | Once | Twice | Three times | Four times | Five or more times,,,
ST498Q13DA,ST498,,,過去 12 個月內，你做過下列活動幾次？,In the past 12 months how often have you done the following activities?,在家做科學實驗,Conduct a science experiment at home,從不 | 一次 | 兩次 | 三次 | 四次 | 五次以上,Never | Once | Twice | Three times | Four times | Five or more times,,,
ST499Q02DA,ST499,相信集體行動能改變環境,Student beliefs in collective environmental efficacy,你有多同意以下說法？,How strongly do you agree with the following statements?,我相信我的學校和在地社區能為全球環境議題（例如氣候變遷、棲地復育）帶來正面影響,"I believe that my school and local community can contribute to positively impacting global environmental issues (e.g. climate change, habitat restoration)",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=6.09 | 不同意=13.63 | 同意=64.4 | 非常同意=15.88,非常不同意=11.72 | 不同意=19.09 | 同意=55.96 | 非常同意=13.23,Table I.B1.5.18
ST499Q04DA,ST499,相信集體行動能改變環境,Student beliefs in collective environmental efficacy,你有多同意以下說法？,How strongly do you agree with the following statements?,我相信和在地社區合作，我們能在正面影響環境上扮演重要角色,I believe that by working with my local community we can play an important role in positively impacting the environment,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=4.81 | 不同意=9.67 | 同意=68.11 | 非常同意=17.41,非常不同意=8.63 | 不同意=18.54 | 同意=59.07 | 非常同意=13.76,Table I.B1.5.18
ST499Q05DA,ST499,相信集體行動能改變環境,Student beliefs in collective environmental efficacy,你有多同意以下說法？,How strongly do you agree with the following statements?,我相信和在地社區合作，我們能減少化石燃料的使用,I believe that by working with my local community we can reduce the use of fossil fuels,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=5.67 | 不同意=15.68 | 同意=62.82 | 非常同意=15.83,非常不同意=11.06 | 不同意=26.28 | 同意=51.24 | 非常同意=11.42,Table I.B1.5.18
ST499Q06DA,ST499,相信集體行動能改變環境,Student beliefs in collective environmental efficacy,你有多同意以下說法？,How strongly do you agree with the following statements?,我相信和我的學校合作，我們能減少學校的能源消耗,I believe that by working with my school we can reduce their energy consumption,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=5.28 | 不同意=10.35 | 同意=66.29 | 非常同意=18.08,非常不同意=10.49 | 不同意=21.59 | 同意=53.89 | 非常同意=14.04,Table I.B1.5.18
ST500Q03DA,ST500,相信自己能帶來環境改變,Students' beliefs in their capacity to generate environmental change,關於環境議題，你有多同意以下說法？,How much do you agree with the following statements about environmental issues?,我知道如何與他人合作來對環境產生正面影響,I know how to work with others to positively impact the environment,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.25 | 不同意=10.63 | 同意=69.53 | 非常同意=16.59,非常不同意=10.01 | 不同意=22.42 | 同意=56.38 | 非常同意=11.19,Table I.B1.5.11
ST500Q05DA,ST500,相信自己能帶來環境改變,Students' beliefs in their capacity to generate environmental change,關於環境議題，你有多同意以下說法？,How much do you agree with the following statements about environmental issues?,我知道有些事情是我可以做、能對環境產生正面影響的,I know that there are things that I can do to positively impact the environment,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=2.45 | 不同意=5.2 | 同意=70.66 | 非常同意=21.69,非常不同意=6.21 | 不同意=12.45 | 同意=61.86 | 非常同意=19.48,Table I.B1.5.11
ST500Q06DA,ST500,相信自己能帶來環境改變,Students' beliefs in their capacity to generate environmental change,關於環境議題，你有多同意以下說法？,How much do you agree with the following statements about environmental issues?,只要大家一起努力，我們可以解決環境問題,"If people work together, we can resolve environmental issues",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=3.73 | 不同意=9.59 | 同意=62.75 | 非常同意=23.93,非常不同意=6.16 | 不同意=11.56 | 同意=56.51 | 非常同意=25.77,Table I.B1.5.11
ST500Q09DA,ST500,相信自己能帶來環境改變,Students' beliefs in their capacity to generate environmental change,關於環境議題，你有多同意以下說法？,How much do you agree with the following statements about environmental issues?,照顧全球環境對我來說很重要,Looking after the global environment is important to me,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=2.69 | 不同意=7.78 | 同意=59.35 | 非常同意=30.18,非常不同意=7.79 | 不同意=17.15 | 同意=53.9 | 非常同意=21.16,Table I.B1.5.11
ST501Q03DA,ST501,課堂上的環境學習機會,Opportunities for environmental learning in class,你有多不同意或多同意以下說法？,How much do you agree or disagree with the following statements?,我的老師帶我們去戶外考察，調查環境議題,My teacher takes us on field trips to investigate environmental issues,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=16.34 | 不同意=25.42 | 同意=44.51 | 非常同意=13.73,非常不同意=36.04 | 不同意=32.83 | 同意=25.11 | 非常同意=6.02,Table I.B1.5.54
ST501Q05DA,ST501,課堂上的環境學習機會,Opportunities for environmental learning in class,你有多不同意或多同意以下說法？,How much do you agree or disagree with the following statements?,我們班會討論環境議題的解決方法,My class discusses solutions to environmental issues,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=9.59 | 不同意=15.93 | 同意=61.28 | 非常同意=13.21,非常不同意=23.26 | 不同意=32.5 | 同意=38.12 | 非常同意=6.12,Table I.B1.5.54
ST501Q06DA,ST501,課堂上的環境學習機會,Opportunities for environmental learning in class,你有多不同意或多同意以下說法？,How much do you agree or disagree with the following statements?,我的老師提供研究環境議題的機會,My teacher provides opportunities to research environmental issues,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=10.78 | 不同意=18.45 | 同意=57.88 | 非常同意=12.89,非常不同意=20.99 | 不同意=29.38 | 同意=42.21 | 非常同意=7.41,Table I.B1.5.54
ST501Q07DA,ST501,課堂上的環境學習機會,Opportunities for environmental learning in class,你有多不同意或多同意以下說法？,How much do you agree or disagree with the following statements?,我的環境知識會被評量,I am assessed on my environmental knowledge,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,非常不同意=13.44 | 不同意=29.42 | 同意=47.17 | 非常同意=9.97,非常不同意=22.81 | 不同意=30.84 | 同意=37.5 | 非常同意=8.85,Table I.B1.5.54
ST502Q01DA,ST502,,,這學年，你參加了哪些類型的額外〈學校科學〉課程？,"This school year, which types of additional <School science> instruction do you participate in?",與授課者在同一空間的一對一輔導,Individual tutoring with a person in the same room,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST502Q03DA,ST502,,,這學年，你參加了哪些類型的額外〈學校科學〉課程？,"This school year, which types of additional <School science> instruction do you participate in?",網路、電腦程式或應用程式，或預錄的課程,"Internet, computer program or application or video-recorded lessons",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST502Q04DA,ST502,,,這學年，你參加了哪些類型的額外〈學校科學〉課程？,"This school year, which types of additional <School science> instruction do you participate in?",由授課者透過視訊軟體（例如〈Zoom〉、〈Skype〉、〈Google Meet〉、〈Teams〉）進行的即時團體課程,"Group real-time lessons given by a tutor on a video communication program (e.g. <ZoomTM>, <SkypeTM>, <Google® Meet™>, <Microsoft® Teams>)",是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST502Q06DA,ST502,,,這學年，你參加了哪些類型的額外〈學校科學〉課程？,"This school year, which types of additional <School science> instruction do you participate in?",授課者與學生在同一空間的大班（8 人以上）研習或練習,Large group study or practice (8 or more students) where the tutor and the students are in the same room,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST515Q02DA,ST515,,,在你的〈學校科學〉課程中，學生多常發生以下情況？,How often do the following things happen to students in your <school science> courses?,發展模型或模擬來協助解釋自然現象，例如地震,develop models or simulations to help explain natural phenomena e.g. earthquakes,每一堂課 | 大多數課堂 | 部分課堂 | 從不或幾乎從不 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Every lesson | Most lessons | Some lessons | Never or almost never | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
