代碼,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,中文來源,題目（英）,選項（中）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
SC251Q01DA,SC251,,,下列敘述您同意的程度為何？,How strongly do you agree with the following statements?,本校在學校很多科目中教授環境議題,官方,My school teaches environmental issues in many subjects at school,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC251Q04DA,SC251,,,下列敘述您同意的程度為何？,How strongly do you agree with the following statements?,本校舉辦實地考察以讓學生探究環境議題,官方,My school organises field trips so that students can investigate environmental issues,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC251Q05DA,SC251,,,下列敘述您同意的程度為何？,How strongly do you agree with the following statements?,本校鼓勵教師透過示範或做實驗來解釋環境議題,官方,My school encourages teachers to demonstrate or do experiments to explain environmental issues,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC251Q06DA,SC251,,,下列敘述您同意的程度為何？,How strongly do you agree with the following statements?,本校鼓勵利用各式各樣的資料來源（例如紀錄片、文章）在課堂中討論環境議題,官方,"My school encourages the use of a range of source materials (e.g., documentaries, articles) to discuss environmental issues in class",非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC251Q07DA,SC251,,,下列敘述您同意的程度為何？,How strongly do you agree with the following statements?,本校推廣環境議題的解決方案,官方,My school promotes solutions to environmental issues,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC251Q09DA,SC251,,,下列敘述您同意的程度為何？,How strongly do you agree with the following statements?,本校正式評量學生的環境議題知識,官方,My school formally assesses students’ knowledge of environmental issues,非常不同意 | 不同意 | 同意 | 非常同意 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC261Q01DA,SC261,,,在本學年，貴校所有的數位裝置中有多少百分比能夠使用以下軟體？,"During <the last academic year>, what percentage of all digital devices in your school had access to the following software?",文字處理軟體（例如 Microsoft®Word™）,官方,Word processor (e.g. <Microsoft® WordTM>),沒有 | 1-25% | 26-50% | 51-75% | 76-100%,None | 1-25% | 26-50% | 51-75% | 76-100%,,,
SC261Q02DA,SC261,,,在本學年，貴校所有的數位裝置中有多少百分比能夠使用以下軟體？,"During <the last academic year>, what percentage of all digital devices in your school had access to the following software?",製作多媒體簡報的軟體（例如Microsoft®PowerPoint™）,官方,Software for creating a multi-media presentation (e.g. <Microsoft® PowerPointTM>),沒有 | 1-25% | 26-50% | 51-75% | 76-100%,None | 1-25% | 26-50% | 51-75% | 76-100%,,,
SC261Q03DA,SC261,,,在本學年，貴校所有的數位裝置中有多少百分比能夠使用以下軟體？,"During <the last academic year>, what percentage of all digital devices in your school had access to the following software?",製作和編輯影片的軟體（例如iMovie、威力導演、InShot、AdobePremierePro/Elements）,官方,"Software to create and edit videos (e.g., <iMovie>, <Final Cut Pro>, <InShot>)",沒有 | 1-25% | 26-50% | 51-75% | 76-100%,None | 1-25% | 26-50% | 51-75% | 76-100%,,,
SC261Q04DA,SC261,,,在本學年，貴校所有的數位裝置中有多少百分比能夠使用以下軟體？,"During <the last academic year>, what percentage of all digital devices in your school had access to the following software?",製作和編輯音樂的軟體（例如Audacity、GarageBand）,官方,"Software to create and edit music (e.g. <Audacity>, <GarageBand>)",沒有 | 1-25% | 26-50% | 51-75% | 76-100%,None | 1-25% | 26-50% | 51-75% | 76-100%,,,
SC261Q05DA,SC261,,,在本學年，貴校所有的數位裝置中有多少百分比能夠使用以下軟體？,"During <the last academic year>, what percentage of all digital devices in your school had access to the following software?",編寫電腦程式軟體（例如 Scratch、Python、Java、C）,官方,"Software for programming (e.g. <Scratch>, <Python>, <Java>)",沒有 | 1-25% | 26-50% | 51-75% | 76-100%,None | 1-25% | 26-50% | 51-75% | 76-100%,,,
SC261Q06DA,SC261,,,在本學年，貴校所有的數位裝置中有多少百分比能夠使用以下軟體？,"During <the last academic year>, what percentage of all digital devices in your school had access to the following software?",收集和記錄數據的軟體（例如Microsoft®Access™、Microsoft®Excel™、Google文件、Google 試算表）,官方,"Software to collect and record data (e.g. data loggers, <Microsoft® Access™>, <Google® Form>, spreadsheets)",沒有 | 1-25% | 26-50% | 51-75% | 76-100%,None | 1-25% | 26-50% | 51-75% | 76-100%,,,
SC261Q07DA,SC261,,,在本學年，貴校所有的數位裝置中有多少百分比能夠使用以下軟體？,"During <the last academic year>, what percentage of all digital devices in your school had access to the following software?",建立或編輯網頁的軟體（例如WordPress、Google 協作平台、WiX）,官方,Software for building or editing webpages (e.g. <WordPress>),沒有 | 1-25% | 26-50% | 51-75% | 76-100%,None | 1-25% | 26-50% | 51-75% | 76-100%,,,
SC261Q08DA,SC261,,,在本學年，貴校所有的數位裝置中有多少百分比能夠使用以下軟體？,"During <the last academic year>, what percentage of all digital devices in your school had access to the following software?",學習管理系統（例如 Moodle、Blackboard、TronClass、GoogleClassroom）,官方,"Learning management system (e.g. <Moodle, Blackboard, Schoology, Canvas>)",沒有 | 1-25% | 26-50% | 51-75% | 76-100%,None | 1-25% | 26-50% | 51-75% | 76-100%,,,
SC261Q09DA,SC261,,,在本學年，貴校所有的數位裝置中有多少百分比能夠使用以下軟體？,"During <the last academic year>, what percentage of all digital devices in your school had access to the following software?",線上協作軟體（例如 Google 文件、Google 簡報）,官方,"Software for online collaborative work (e.g. <Miro, Google Jamboard>)",沒有 | 1-25% | 26-50% | 51-75% | 76-100%,None | 1-25% | 26-50% | 51-75% | 76-100%,,,
SC261Q10DA,SC261,,,在本學年，貴校所有的數位裝置中有多少百分比能夠使用以下軟體？,"During <the last academic year>, what percentage of all digital devices in your school had access to the following software?",虛擬實境或擴增實境軟體,官方,Virtual or augmented reality software,沒有 | 1-25% | 26-50% | 51-75% | 76-100%,None | 1-25% | 26-50% | 51-75% | 76-100%,,,
SC262Q01DA,SC262,,,貴校是否對高一（或國三）學生實施以下的政策或規則？,Does your school apply the following type of policy or rule for students in <national modal grade for 15-year-olds>?,提供每個學生一部在學校使用的數位裝置,官方,Each student is provided with a digital device to use at school.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC262Q02DA,SC262,,,貴校是否對高一（或國三）學生實施以下的政策或規則？,Does your school apply the following type of policy or rule for students in <national modal grade for 15-year-olds>?,學生必須在教室裡共用數位裝置，因為沒有足夠的裝置供每個學生使用,官方,Students have to share a digital device in the classroom because there are not enough devices for each student.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC262Q03DA,SC262,,,貴校是否對高一（或國三）學生實施以下的政策或規則？,Does your school apply the following type of policy or rule for students in <national modal grade for 15-year-olds>?,在學校的課外活動使用數位裝置,官方,Digital devices are used for extracurricular activities at school.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC262Q04DA,SC262,,,貴校是否對高一（或國三）學生實施以下的政策或規則？,Does your school apply the following type of policy or rule for students in <national modal grade for 15-year-olds>?,數位裝置只限在電腦教室使用,官方,The use of digital devices is restricted to the computer laboratories.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC262Q05DA,SC262,,,貴校是否對高一（或國三）學生實施以下的政策或規則？,Does your school apply the following type of policy or rule for students in <national modal grade for 15-year-olds>?,學生可以將學校的數位裝置帶回家作學習之用,官方,Students can bring the school’s digital devices home for educational purposes.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC262Q06DA,SC262,,,貴校是否對高一（或國三）學生實施以下的政策或規則？,Does your school apply the following type of policy or rule for students in <national modal grade for 15-year-olds>?,學生帶自己的數位裝置到學校作學習之用,官方,Students bring their own digital devices for learning at school.,是 | 否 | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC265Q03DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",將數位資源融入教學中,官方,Integrating <digital resources> in teaching,None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC265Q04DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",使用數位資源與學生和家長溝通,官方,Communicating with students and parents using digital devices,None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC265Q05DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",使用數位資源與其他教師協作,官方,Using <digital resources> to collaborate with other teachers,None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC265Q06DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",使用數位資源支援學生的自主學習,官方,Supporting students’ autonomous learning with <digital resources>,None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC265Q07DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",使用數位資源進行學生評量,官方,Using <digital resources> for student assessment,None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC265Q08DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",確保使用數位資源時涵蓋所有學生,官方,Ensuring the inclusion of all students when using <digital resources>,None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC265Q09DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",使用數位資源進行個人化學習,官方,Using <digital resources> to personalise learning,None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC265Q10DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",教導學生媒體素養,官方,Teaching <media literacy> to students,None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC265Q11DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",教導學生如何製作和修改不同格式的數位內容,官方,Teaching students how to create and modify digital content in multiple formats,None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC265Q12DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",教導學生如何安全和合乎倫理地使用數位資源,官方,Teaching students how to use <digital resources> safely and ethically,None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC265Q13DA,SC265,,,在本學年，貴校有多少教師曾參加以下主題的專業發展？,"During <the last academic year>, how many teachers at your school took part in professional development activities on the following topics?",因應學生對人工智慧聊天機器人（例如 ChatGPT、GoogleBard）的使用,官方,"Dealing with students’ access to Artificial Intelligence chatbots (e.g. <ChatGPT>, <Google Bard>)",None or hardly any | Some of them | Most of them | All or nearly all,None or hardly any | Some of them | Most of them | All or nearly all,,,
SC266Q01DA,SC266,,,貴校以下教學目標的優先順序為何？,What priority is given to the following objectives of teaching at your school?,強化學生自主學習的能力,官方,To enhance students’ capacity to learn on their own,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC266Q02DA,SC266,,,貴校以下教學目標的優先順序為何？,What priority is given to the following objectives of teaching at your school?,支援學生計畫、監督和評估自己學習的能力,官方,"To support students’ capacity to plan, monitor and evaluate their learning",No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC266Q03DA,SC266,,,貴校以下教學目標的優先順序為何？,What priority is given to the following objectives of teaching at your school?,教導學生何時和如何在學習中尋求幫助,官方,To teach students when and how they should seek for help in their study,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC266Q04DA,SC266,,,貴校以下教學目標的優先順序為何？,What priority is given to the following objectives of teaching at your school?,教導學生如何應用老師給予他們的回饋,官方,To teach students how to use the feedback they receive from teachers,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC266Q05DA,SC266,,,貴校以下教學目標的優先順序為何？,What priority is given to the following objectives of teaching at your school?,提供學生如何管理學習相關負面情緒（例如沮喪、焦慮、無聊）的建議,官方,"To give students advice on how to manage negative emotions related to learning (e.g. frustration, anxiety, boredom)",No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC266Q06DA,SC266,,,貴校以下教學目標的優先順序為何？,What priority is given to the following objectives of teaching at your school?,教導學生如何在小組工作中互相給予回饋,官方,To teach students how to give feedback to each other as part of group work,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC266Q07DA,SC266,,,貴校以下教學目標的優先順序為何？,What priority is given to the following objectives of teaching at your school?,培養學生在多天內完成複雜專案的能力,官方,To train students to carry out complex projects over multiple days,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,No priority | Low priority | Medium priority | High priority | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC267Q01DA,SC267,,,貴校有多常以下列方式安排教學？,How often is instruction in your school organised in the following manner?,學生透過線上課堂接受遠距教學,官方,Students are taught remotely via online lessons,從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC267Q02DA,SC267,,,貴校有多常以下列方式安排教學？,How often is instruction in your school organised in the following manner?,學生在教室裡個別使用數位裝置學習,官方,Students work individually with digital devices in the classroom,從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC267Q03DA,SC267,,,貴校有多常以下列方式安排教學？,How often is instruction in your school organised in the following manner?,學生使用分發給他們的線上教材自行學習,官方,Students study on their own using online materials distributed to them.,從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC267Q04DA,SC267,,,貴校有多常以下列方式安排教學？,How often is instruction in your school organised in the following manner?,使用學習管理系統（例如Moodle、Blackboard、TronClass、GoogleClassroom）的登錄內容在評量上,官方,"Logs from Learning Management Systems (e.g. <Moodle, Blackboard, Schoology, Canvas>) are used for assessment",從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC267Q05DA,SC267,,,貴校有多常以下列方式安排教學？,How often is instruction in your school organised in the following manner?,學生參與線上協作活動（例如數位簡報或專案）,官方,Students participate in online collaborative activities (e.g. digital presentations or projects),從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC267Q06DA,SC267,,,貴校有多常以下列方式安排教學？,How often is instruction in your school organised in the following manner?,學生透過校外提供者（例如其他學校的教師、大學、商業軟體）的課程在線上學習,官方,"Students learn online through courses offered by external providers (e.g. teachers in other schools, universities, commercial software)",從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC267Q07DA,SC267,,,貴校有多常以下列方式安排教學？,How often is instruction in your school organised in the following manner?,學生製作或編輯數位開放資源（例如公共部落格、維基百科、影片、podcast）,官方,"Students create or edit digital, open resources (e.g. public blogs, wikis, videos, podcasts).",從不或幾乎從不 | 部分課堂 | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never | Some lessons | Many lessons | Every lesson or almost every lesson | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
SC268Q01DA,SC268,,,下列關於貴校使用數位資源教學的目標的敘述，您同意的程度為何？,To what extent do you agree or disagree with the following statements about your school’s purposes to teach using <digital resources>?,我們使用數位資源讓教學更有效,官方,We use <digital resources> to make teaching more effective.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
SC268Q02DA,SC268,,,下列關於貴校使用數位資源教學的目標的敘述，您同意的程度為何？,To what extent do you agree or disagree with the following statements about your school’s purposes to teach using <digital resources>?,我們使用數位資源來增強學生自己學習的能力,官方,We use <digital resources> to strengthen students’ skills to learn on their own.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
SC268Q03DA,SC268,,,下列關於貴校使用數位資源教學的目標的敘述，您同意的程度為何？,To what extent do you agree or disagree with the following statements about your school’s purposes to teach using <digital resources>?,我們使用數位資源來提供個人化學習的機會,官方,We use <digital resources> to provide personalised learning opportunities.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
SC268Q04DA,SC268,,,下列關於貴校使用數位資源教學的目標的敘述，您同意的程度為何？,To what extent do you agree or disagree with the following statements about your school’s purposes to teach using <digital resources>?,我們使用數位資源來提高學生分組學習的能力,官方,We use <digital resources> to enhance students’ capacity to work in groups.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
SC268Q05DA,SC268,,,下列關於貴校使用數位資源教學的目標的敘述，您同意的程度為何？,To what extent do you agree or disagree with the following statements about your school’s purposes to teach using <digital resources>?,我們使用數位資源來幫助學生學習如何在校外安全地使用這些資源,官方,We use <digital resources> to help students learn how to use them safely outside of school.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
SC268Q06DA,SC268,,,下列關於貴校使用數位資源教學的目標的敘述，您同意的程度為何？,To what extent do you agree or disagree with the following statements about your school’s purposes to teach using <digital resources>?,我們使用數位資源來追蹤學生的進度,官方,We use <digital resources> to track students’ progress.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
SC268Q07DA,SC268,,,下列關於貴校使用數位資源教學的目標的敘述，您同意的程度為何？,To what extent do you agree or disagree with the following statements about your school’s purposes to teach using <digital resources>?,我們使用數位資源來幫助低成就學生跟上他們的同學,官方,We use <digital resources> to help low-achieving students catch up with their peers.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
SC268Q08DA,SC268,,,下列關於貴校使用數位資源教學的目標的敘述，您同意的程度為何？,To what extent do you agree or disagree with the following statements about your school’s purposes to teach using <digital resources>?,我們使用數位資源來讓高成就學生參與學習,官方,We use <digital resources> to engage high-achieving students.,非常不同意 | 不同意 | 同意 | 非常同意 | Does not apply,Strongly disagree | Disagree | Agree | Strongly agree | Does not apply,,,
SC400Q01DA_01_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers in TOTAL (full time),Bottom international quartile - Median: 1 | Second international quartile - Median: 3 | Third international quartile - Median: 6 | Top international quartile - Median: 13 | not administered/not applicable | no response,Bottom international quartile - Median: 1 | Second international quartile - Median: 3 | Third international quartile - Median: 6 | Top international quartile - Median: 13 | not administered/not applicable | no response,,,
SC400Q01DA_02_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers in TOTAL  (part time),Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,,,
SC400Q02DA_01_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers who are female (full time),Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 4 | Top international quartile - Median: 8 | not administered/not applicable | no response,Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 4 | Top international quartile - Median: 8 | not administered/not applicable | no response,,,
SC400Q02DA_02_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers who are female  (part time),Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,,,
SC400Q03DA_01_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers <fully certified> by <the appropriate authority> (full time),Bottom international quartile - Median: 0 | Second international quartile - Median: 2 | Third international quartile - Median: 5 | Top international quartile - Median: 12 | not administered/not applicable | no response,Bottom international quartile - Median: 0 | Second international quartile - Median: 2 | Third international quartile - Median: 5 | Top international quartile - Median: 12 | not administered/not applicable | no response,,,
SC400Q03DA_02_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers <fully certified> by <the appropriate authority> (part time),Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,,,
SC400Q04DA_01_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers with at least an <ISCED Level 6 –Bachelor’s or equivalent level> qualification (full time),Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 4 | Top international quartile - Median: 10 | not administered/not applicable | no response,Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 4 | Top international quartile - Median: 10 | not administered/not applicable | no response,,,
SC400Q04DA_02_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers with at least an <ISCED Level 6 –Bachelor’s or equivalent level> qualification  (part time),Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,,,
SC400Q05DA_01_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers with at least an <ISCED Level 6 – Bachelor’s or equivalent level> qualification <with a major> in science (full time),Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 4 | Top international quartile - Median: 9 | not administered/not applicable | no response,Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 4 | Top international quartile - Median: 9 | not administered/not applicable | no response,,,
SC400Q05DA_02_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers with at least an <ISCED Level 6 – Bachelor’s or equivalent level> qualification <with a major> in science  (part time),Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,,,
SC400Q06DA_01_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers with at least an <ISCED Level 6 – Bachelor’s or equivalent level> qualification in <pedagogy> (full time),Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 3 | Top international quartile - Median: 8 | not administered/not applicable | no response,Bottom international quartile - Median: 0 | Second international quartile - Median: 1 | Third international quartile - Median: 3 | Top international quartile - Median: 8 | not administered/not applicable | no response,,,
SC400Q06DA_02_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers with at least an <ISCED Level 6 – Bachelor’s or equivalent level> qualification in <pedagogy>  (part time),Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,,,
SC400Q07DA_01_Q,SC400,,,貴校有多少位下列自然科學教職員？,How many of the following are on the <school science> staff of your school?,,,<School science> teachers with an <ISCED Level 5 – Short-cycle tertiary education> but not an <ISCED Level 6 – Bachelor’s or equivalent level> qualification (full time),Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,Bottom international quartile | Second international quartile | Third international quartile | Top international quartile | not administered/not applicable | no response,,,
